,Unnamed: 0,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,city_id,city_dev_perc,experience_lvl,company_class
13675,13675,7332,city_103,0.92,1,1,no_enrollment,Graduate,STEM,4,,,1,14,0.0,103,92.0,mid_lvl,unknown
13676,13676,20895,city_114,0.926,1,0,no_enrollment,High School,,3,,,0,17,0.0,114,92.60000000000001,mid_lvl,unknown
13677,13677,16339,city_104,0.924,1,1,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,>4,14,0.0,104,92.4,expert_lvl,small_company
13678,13678,23041,city_103,0.92,1,1,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,4,100,0.0,103,92.0,mid_lvl,very_large_company
13679,13679,14712,city_16,0.91,0,1,no_enrollment,Graduate,STEM,>20,,,1,302,0.0,16,91.0,expert_lvl,unknown
13680,13680,7656,city_21,0.624,1,1,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,4,44,0.0,21,62.4,mid_lvl,very_large_company
13681,13681,3690,city_21,0.624,1,1,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,24,1.0,21,62.4,mid_lvl,mid_size_company
13682,13682,14721,city_114,0.926,0,1,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,,32,0.0,114,92.60000000000001,expert_lvl,mid_size_company
13683,13683,25011,city_165,0.903,0,1,Full time course,Graduate,STEM,11,100-500,Pvt Ltd,>4,158,0.0,165,90.3,senior_lvl,mid_size_company
13684,13684,13344,city_103,0.92,1,1,no_enrollment,Graduate,STEM,20,,,1,24,1.0,103,92.0,expert_lvl,unknown
13685,13685,21360,city_21,0.624,1,1,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,3,22,1.0,21,62.4,senior_lvl,large_company
13686,13686,19165,city_16,0.91,0,0,,Primary School,,7,,,,90,0.0,16,91.0,mid_lvl,unknown
13687,13687,28940,city_103,0.92,0,0,no_enrollment,Graduate,Arts,14,,Funded Startup,1,24,0.0,103,92.0,senior_lvl,unknown
13688,13688,7988,city_97,0.925,1,1,Part time course,Graduate,Arts,3,500-999,Pvt Ltd,1,40,0.0,97,92.5,mid_lvl,mid_size_company
13689,13689,7845,city_21,0.624,0,1,,Graduate,STEM,3,100-500,Pvt Ltd,,18,1.0,21,62.4,mid_lvl,mid_size_company
13690,13690,2461,city_75,0.939,1,0,no_enrollment,High School,,3,,Pvt Ltd,0,13,0.0,75,93.89999999999999,mid_lvl,unknown
13691,13691,21795,city_136,0.897,0,1,Part time course,Masters,STEM,3,10000+,Pvt Ltd,1,66,0.0,136,89.7,mid_lvl,very_large_company
13692,13692,2692,city_136,0.897,1,1,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,122,0.0,136,89.7,mid_lvl,very_large_company
13693,13693,7396,city_16,0.91,1,1,no_enrollment,Graduate,STEM,>20,,,4,49,0.0,16,91.0,expert_lvl,unknown
13694,13694,25880,city_103,0.92,1,1,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,38,1.0,103,92.0,expert_lvl,mid_size_company
13695,13695,28116,city_143,0.74,1,1,no_enrollment,Masters,STEM,5,10000+,NGO,1,10,0.0,143,74.0,mid_lvl,very_large_company
13696,13696,14260,city_136,0.897,1,0,no_enrollment,Masters,STEM,13,,,2,80,0.0,136,89.7,senior_lvl,unknown
13697,13697,9971,city_16,0.91,1,1,no_enrollment,Graduate,No Major,2,<10,Pvt Ltd,1,130,0.0,16,91.0,mid_lvl,small_company
13698,13698,23103,city_103,0.92,1,1,no_enrollment,Graduate,STEM,17,<10,Pvt Ltd,>4,35,1.0,103,92.0,expert_lvl,small_company
13699,13699,20388,city_102,0.804,1,1,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,17,1.0,102,80.4,expert_lvl,mid_size_company
13700,13700,5847,city_21,0.624,1,1,Full time course,Masters,STEM,11,,,2,146,0.0,21,62.4,senior_lvl,unknown
13701,13701,1855,city_103,0.92,1,0,Full time course,Graduate,STEM,3,,,,172,1.0,103,92.0,mid_lvl,unknown
13702,13702,3770,city_103,0.92,1,1,no_enrollment,Graduate,STEM,6,,Public Sector,2,116,1.0,103,92.0,mid_lvl,unknown
13703,13703,25584,city_103,0.92,1,1,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,1,226,0.0,103,92.0,mid_lvl,mid_size_company
13704,13704,4416,city_24,0.698,1,1,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,83,0.0,24,69.8,senior_lvl,very_large_company
13705,13705,6208,city_103,0.92,0,0,no_enrollment,Primary School,,<1,,,0,8,0.0,103,92.0,entry_lvl,unknown
13706,13706,14682,city_136,0.897,1,1,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,>4,16,0.0,136,89.7,senior_lvl,very_large_company
13707,13707,4701,city_23,0.899,0,0,no_enrollment,Primary School,,3,,,0,102,0.0,23,89.9,mid_lvl,unknown
13708,13708,4608,city_21,0.624,1,1,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,59,1.0,21,62.4,mid_lvl,small_company
13709,13709,2465,city_45,0.89,1,1,no_enrollment,Masters,Business Degree,16,1000-4999,Pvt Ltd,1,50,0.0,45,89.0,expert_lvl,large_company
13710,13710,4951,city_100,0.887,1,1,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,1,11,0.0,100,88.7,expert_lvl,small_company
13711,13711,7474,city_138,0.836,1,0,Full time course,High School,,10,,,0,27,0.0,138,83.6,senior_lvl,unknown
13712,13712,4741,city_104,0.924,0,1,Full time course,High School,,5,<10,Early Stage Startup,1,62,0.0,104,92.4,mid_lvl,small_company
13713,13713,8538,city_83,0.923,0,1,Full time course,Masters,STEM,7,50-99,Early Stage Startup,2,31,0.0,83,92.30000000000001,mid_lvl,small_company
13714,13714,19458,city_127,0.745,1,0,no_enrollment,Masters,STEM,6,,,1,80,1.0,127,74.5,mid_lvl,unknown
13715,13715,33321,city_41,0.8270000000000001,2,1,no_enrollment,Graduate,Arts,11,5000-9999,Pvt Ltd,1,83,0.0,41,82.7,senior_lvl,large_company
13716,13716,8866,city_19,0.682,0,1,no_enrollment,Graduate,STEM,3,50-99,,1,332,1.0,19,68.2,mid_lvl,small_company
13717,13717,24250,city_21,0.624,1,1,no_enrollment,Masters,STEM,14,10-49,Pvt Ltd,>4,9,1.0,21,62.4,senior_lvl,small_company
13718,13718,28008,city_115,0.789,1,0,no_enrollment,Primary School,,1,,,0,146,0.0,115,78.9,entry_lvl,unknown
13719,13719,10009,city_103,0.92,1,0,no_enrollment,Graduate,STEM,3,100-500,Public Sector,2,8,0.0,103,92.0,mid_lvl,mid_size_company
13720,13720,14909,city_136,0.897,0,1,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,,39,0.0,136,89.7,mid_lvl,mid_size_company
13721,13721,11517,city_114,0.926,1,0,no_enrollment,High School,,3,,,0,90,0.0,114,92.60000000000001,mid_lvl,unknown
13722,13722,8139,city_102,0.804,1,1,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,4,152,0.0,102,80.4,expert_lvl,large_company
13723,13723,15292,city_103,0.92,0,1,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,66,0.0,103,92.0,expert_lvl,very_large_company
13724,13724,20774,city_21,0.624,1,1,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,3,149,0.0,21,62.4,mid_lvl,large_company
13725,13725,8880,city_41,0.8270000000000001,0,0,Part time course,Graduate,Humanities,5,,,4,24,0.0,41,82.7,mid_lvl,unknown
13726,13726,32914,city_21,0.624,0,0,no_enrollment,Graduate,STEM,2,,,1,12,1.0,21,62.4,mid_lvl,unknown
13727,13727,18172,city_136,0.897,0,0,Full time course,Masters,STEM,5,<10,Pvt Ltd,1,148,0.0,136,89.7,mid_lvl,small_company
13728,13728,25489,city_136,0.897,1,1,no_enrollment,Masters,STEM,8,,,1,70,0.0,136,89.7,mid_lvl,unknown
13729,13729,5921,city_102,0.804,1,1,Part time course,Graduate,STEM,9,<10,Pvt Ltd,1,9,1.0,102,80.4,mid_lvl,small_company
13730,13730,30709,city_103,0.92,1,1,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,180,0.0,103,92.0,expert_lvl,large_company
13731,13731,3077,city_104,0.924,1,1,no_enrollment,Masters,STEM,9,50-99,Funded Startup,1,51,0.0,104,92.4,mid_lvl,small_company
13732,13732,30898,city_114,0.926,1,1,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,134,0.0,114,92.60000000000001,expert_lvl,very_large_company
13733,13733,27910,city_103,0.92,1,1,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,22,0.0,103,92.0,expert_lvl,mid_size_company
13734,13734,4994,city_67,0.855,2,1,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,3,58,0.0,67,85.5,mid_lvl,very_large_company
13735,13735,24860,city_21,0.624,1,1,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,1,84,1.0,21,62.4,entry_lvl,small_company
13736,13736,2079,city_76,0.698,1,1,no_enrollment,Masters,STEM,15,10-49,Pvt Ltd,1,17,0.0,76,69.8,expert_lvl,small_company
13737,13737,19464,city_136,0.897,1,0,no_enrollment,Masters,STEM,5,5000-9999,,1,45,0.0,136,89.7,mid_lvl,large_company
13738,13738,1444,city_103,0.92,1,0,no_enrollment,High School,,6,,,0,66,0.0,103,92.0,mid_lvl,unknown
13739,13739,22080,city_103,0.92,1,1,no_enrollment,Phd,STEM,>20,<10,Funded Startup,1,139,0.0,103,92.0,expert_lvl,small_company
13740,13740,2141,city_21,0.624,1,1,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,>4,14,1.0,21,62.4,senior_lvl,very_large_company
13741,13741,15844,city_103,0.92,1,1,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,3,56,0.0,103,92.0,mid_lvl,small_company
13742,13742,3688,city_103,0.92,2,1,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,0,79,0.0,103,92.0,expert_lvl,mid_size_company
13743,13743,13737,city_57,0.866,1,1,no_enrollment,Graduate,STEM,16,,,1,9,1.0,57,86.6,expert_lvl,unknown
13744,13744,5119,city_74,0.579,1,0,no_enrollment,High School,,3,,,0,268,0.0,74,57.9,mid_lvl,unknown
13745,13745,6693,city_173,0.878,0,1,Part time course,Masters,STEM,>20,<10,Pvt Ltd,0,48,0.0,173,87.8,expert_lvl,small_company
13746,13746,32674,city_103,0.92,1,1,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,22,0.0,103,92.0,mid_lvl,small_company
13747,13747,21847,city_21,0.624,1,1,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,7,0.0,21,62.4,expert_lvl,very_large_company
13748,13748,21165,city_67,0.855,1,1,no_enrollment,Graduate,STEM,14,500-999,Pvt Ltd,>4,13,0.0,67,85.5,senior_lvl,mid_size_company
13749,13749,22874,city_16,0.91,1,1,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,48,0.0,16,91.0,expert_lvl,mid_size_company
13750,13750,3073,city_57,0.866,1,0,Part time course,Graduate,STEM,2,,,2,30,1.0,57,86.6,mid_lvl,unknown
13751,13751,17914,city_39,0.898,1,0,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,2,113,0.0,39,89.8,mid_lvl,large_company
13752,13752,11724,city_114,0.926,1,1,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,1,20,0.0,114,92.60000000000001,mid_lvl,small_company
13753,13753,23680,city_145,0.555,1,0,no_enrollment,Masters,STEM,3,100-500,Pvt Ltd,1,336,1.0,145,55.50000000000001,mid_lvl,mid_size_company
13754,13754,14939,city_103,0.92,2,1,no_enrollment,Graduate,STEM,11,,,1,150,1.0,103,92.0,senior_lvl,unknown
13755,13755,19965,city_65,0.802,2,1,Full time course,Graduate,STEM,4,50-99,,1,8,0.0,65,80.2,mid_lvl,small_company
13756,13756,29143,city_103,0.92,1,0,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,>4,108,0.0,103,92.0,senior_lvl,small_company
13757,13757,22082,city_103,0.92,1,1,no_enrollment,Masters,STEM,>20,,,>4,96,0.0,103,92.0,expert_lvl,unknown
13758,13758,1861,city_160,0.92,1,1,no_enrollment,Graduate,STEM,15,10000+,Public Sector,>4,8,0.0,160,92.0,expert_lvl,very_large_company
13759,13759,17623,city_91,0.691,0,1,no_enrollment,Graduate,STEM,5,10-49,Pvt Ltd,,7,0.0,91,69.1,mid_lvl,small_company
13760,13760,26302,city_21,0.624,1,1,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,90,1.0,21,62.4,mid_lvl,very_large_company
13761,13761,31132,city_19,0.682,1,0,Full time course,Graduate,No Major,2,,,0,102,1.0,19,68.2,mid_lvl,unknown
13762,13762,6760,city_136,0.897,0,1,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,7,0.0,136,89.7,expert_lvl,very_large_company
13763,13763,20317,city_75,0.939,1,1,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,47,0.0,75,93.89999999999999,mid_lvl,small_company
13764,13764,30980,city_103,0.92,2,1,no_enrollment,Graduate,Other,2,10000+,Public Sector,1,43,1.0,103,92.0,mid_lvl,very_large_company
13765,13765,7728,city_165,0.903,0,1,no_enrollment,Masters,STEM,11,,Pvt Ltd,1,49,0.0,165,90.3,senior_lvl,unknown
13766,13766,11563,city_114,0.926,0,1,no_enrollment,Masters,STEM,>20,,,>4,64,1.0,114,92.60000000000001,expert_lvl,unknown
13767,13767,22410,city_21,0.624,1,1,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,0,2,1.0,21,62.4,mid_lvl,mid_size_company
13768,13768,5095,city_120,0.78,0,1,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,138,0.0,120,78.0,expert_lvl,small_company
13769,13769,13183,city_67,0.855,1,1,no_enrollment,Graduate,STEM,15,,,1,24,0.0,67,85.5,expert_lvl,unknown
13770,13770,14345,city_75,0.939,0,1,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,>4,133,0.0,75,93.89999999999999,senior_lvl,mid_size_company
13771,13771,31271,city_77,0.83,1,1,no_enrollment,Graduate,No Major,6,100-500,,1,304,0.0,77,83.0,mid_lvl,mid_size_company
13772,13772,16430,city_21,0.624,0,0,Full time course,,,3,,,,10,1.0,21,62.4,mid_lvl,unknown
13773,13773,2016,city_102,0.804,0,0,Full time course,Graduate,STEM,3,5000-9999,Pvt Ltd,2,108,0.0,102,80.4,mid_lvl,large_company
13774,13774,19328,city_114,0.926,1,1,,Graduate,Arts,10,,,1,50,0.0,114,92.60000000000001,senior_lvl,unknown
13775,13775,5521,city_116,0.743,0,0,no_enrollment,Primary School,,2,,,0,39,0.0,116,74.3,mid_lvl,unknown
13776,13776,9834,city_103,0.92,1,0,Part time course,Graduate,STEM,<1,,,1,38,1.0,103,92.0,entry_lvl,unknown
13777,13777,6846,city_90,0.698,1,1,no_enrollment,Masters,STEM,14,,,2,10,1.0,90,69.8,senior_lvl,unknown
13778,13778,28628,city_103,0.92,1,1,no_enrollment,Masters,Humanities,>20,100-500,Pvt Ltd,1,107,0.0,103,92.0,expert_lvl,mid_size_company
13779,13779,25752,city_103,0.92,2,1,no_enrollment,Graduate,STEM,7,50-99,Funded Startup,1,41,0.0,103,92.0,mid_lvl,small_company
13780,13780,6832,city_64,0.6659999999999999,0,1,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,29,0.0,64,66.6,mid_lvl,small_company
13781,13781,22495,city_98,0.949,0,1,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,2,36,0.0,98,94.89999999999999,expert_lvl,small_company
13782,13782,5405,city_114,0.926,0,1,no_enrollment,Graduate,STEM,1,10-49,Pvt Ltd,1,37,0.0,114,92.60000000000001,entry_lvl,small_company
13783,13783,4805,city_16,0.91,1,1,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,1,96,0.0,16,91.0,expert_lvl,large_company
13784,13784,27590,city_43,0.516,1,0,no_enrollment,Graduate,STEM,5,10000+,Public Sector,>4,7,1.0,43,51.6,mid_lvl,very_large_company
13785,13785,29488,city_100,0.887,1,1,no_enrollment,Graduate,STEM,16,,,>4,25,1.0,100,88.7,expert_lvl,unknown
13786,13786,2795,city_23,0.899,0,1,Full time course,Graduate,STEM,9,100-500,Early Stage Startup,>4,26,0.0,23,89.9,mid_lvl,mid_size_company
13787,13787,26648,city_103,0.92,1,1,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,2,47,0.0,103,92.0,expert_lvl,small_company
13788,13788,24447,city_16,0.91,1,1,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,182,0.0,16,91.0,expert_lvl,mid_size_company
13789,13789,29057,city_73,0.754,1,1,Full time course,Graduate,STEM,9,,,2,9,0.0,73,75.4,mid_lvl,unknown
13790,13790,28595,city_67,0.855,1,1,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,36,0.0,67,85.5,senior_lvl,very_large_company
13791,13791,21507,city_114,0.926,0,0,Full time course,High School,,1,50-99,Public Sector,1,74,0.0,114,92.60000000000001,entry_lvl,small_company
13792,13792,1729,city_75,0.939,0,1,no_enrollment,Graduate,STEM,15,50-99,,2,28,0.0,75,93.89999999999999,expert_lvl,small_company
13793,13793,13338,city_21,0.624,0,0,no_enrollment,Graduate,Other,1,50-99,Pvt Ltd,0,12,1.0,21,62.4,entry_lvl,small_company
13794,13794,25939,city_103,0.92,1,0,Full time course,Graduate,STEM,3,1000-4999,Public Sector,1,72,1.0,103,92.0,mid_lvl,large_company
13795,13795,32757,city_160,0.92,1,1,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,28,1.0,160,92.0,expert_lvl,large_company
13796,13796,461,city_103,0.92,1,1,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,51,0.0,103,92.0,senior_lvl,very_large_company
13797,13797,15925,city_103,0.92,1,0,no_enrollment,Graduate,STEM,5,,,2,29,0.0,103,92.0,mid_lvl,unknown
13798,13798,847,city_23,0.899,1,1,no_enrollment,Graduate,Business Degree,16,10-49,Pvt Ltd,1,20,0.0,23,89.9,expert_lvl,small_company
13799,13799,31136,city_42,0.563,0,0,Full time course,High School,,2,,,0,21,1.0,42,56.3,mid_lvl,unknown
13800,13800,8834,city_103,0.92,2,1,no_enrollment,Masters,STEM,>20,,,2,38,1.0,103,92.0,expert_lvl,unknown
13801,13801,28546,city_46,0.762,1,1,Part time course,Graduate,STEM,20,,,>4,46,1.0,46,76.2,expert_lvl,unknown
13802,13802,8726,city_160,0.92,0,1,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,0,67,0.0,160,92.0,expert_lvl,small_company
13803,13803,11970,city_21,0.624,0,1,Full time course,Graduate,STEM,9,5000-9999,NGO,1,33,1.0,21,62.4,mid_lvl,large_company
13804,13804,14851,city_103,0.92,2,1,no_enrollment,Graduate,STEM,15,100-500,Funded Startup,2,107,0.0,103,92.0,expert_lvl,mid_size_company
13805,13805,4627,city_103,0.92,0,0,no_enrollment,High School,,3,,,0,90,0.0,103,92.0,mid_lvl,unknown
13806,13806,32678,city_42,0.563,0,1,Full time course,Graduate,Arts,<1,1000-4999,,0,4,0.0,42,56.3,entry_lvl,large_company
13807,13807,26918,city_16,0.91,1,0,Full time course,Phd,STEM,5,5000-9999,Public Sector,1,13,1.0,16,91.0,mid_lvl,large_company
13808,13808,7323,city_118,0.722,1,1,no_enrollment,Graduate,STEM,6,<10,Early Stage Startup,1,50,1.0,118,72.2,mid_lvl,small_company
13809,13809,4699,city_103,0.92,1,1,no_enrollment,Graduate,STEM,>20,,,1,12,1.0,103,92.0,expert_lvl,unknown
13810,13810,22601,city_61,0.913,0,1,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,2,304,0.0,61,91.3,mid_lvl,small_company
13811,13811,3087,city_136,0.897,1,1,no_enrollment,Masters,No Major,>20,100-500,Pvt Ltd,>4,116,0.0,136,89.7,expert_lvl,mid_size_company
13812,13812,10661,city_10,0.895,1,1,no_enrollment,Phd,STEM,18,10000+,Pvt Ltd,2,6,1.0,10,89.5,expert_lvl,very_large_company
13813,13813,17338,city_104,0.924,1,0,Full time course,High School,,3,,,1,103,0.0,104,92.4,mid_lvl,unknown
13814,13814,22305,city_175,0.7759999999999999,1,1,no_enrollment,Graduate,STEM,>20,,,>4,86,0.0,175,77.6,expert_lvl,unknown
13815,13815,32827,city_21,0.624,1,1,no_enrollment,Masters,STEM,5,,,1,41,1.0,21,62.4,mid_lvl,unknown
13816,13816,3943,city_103,0.92,1,0,Full time course,Graduate,STEM,1,10-49,Public Sector,1,16,1.0,103,92.0,entry_lvl,small_company
13817,13817,22400,city_11,0.55,1,1,no_enrollment,Graduate,STEM,2,10-49,Pvt Ltd,1,48,1.0,11,55.00000000000001,mid_lvl,small_company
13818,13818,16322,city_99,0.915,1,0,no_enrollment,Graduate,Business Degree,7,50-99,Pvt Ltd,1,44,0.0,99,91.5,mid_lvl,small_company
13819,13819,14703,city_21,0.624,0,1,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,3,57,1.0,21,62.4,mid_lvl,very_large_company
13820,13820,31774,city_21,0.624,1,1,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,45,1.0,21,62.4,entry_lvl,small_company
13821,13821,20026,city_102,0.804,1,0,no_enrollment,Graduate,Business Degree,2,,,2,37,1.0,102,80.4,mid_lvl,unknown
13822,13822,17939,city_36,0.893,1,1,Part time course,High School,,10,50-99,Public Sector,1,47,0.0,36,89.3,senior_lvl,small_company
13823,13823,20212,city_103,0.92,1,1,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,151,0.0,103,92.0,expert_lvl,mid_size_company
13824,13824,32718,city_103,0.92,1,1,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,166,0.0,103,92.0,senior_lvl,large_company
13825,13825,8142,city_45,0.89,0,0,Full time course,Graduate,STEM,8,,,1,20,0.0,45,89.0,mid_lvl,unknown
13826,13826,5881,city_83,0.923,1,1,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,0,306,0.0,83,92.30000000000001,mid_lvl,mid_size_company
13827,13827,23911,city_21,0.624,1,0,Full time course,Masters,STEM,8,,,>4,20,1.0,21,62.4,mid_lvl,unknown
13828,13828,26875,city_114,0.926,1,1,no_enrollment,Graduate,Humanities,9,50-99,Pvt Ltd,1,50,0.0,114,92.60000000000001,mid_lvl,small_company
13829,13829,12696,city_21,0.624,1,1,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,14,0.0,21,62.4,mid_lvl,mid_size_company
13830,13830,8632,city_103,0.92,0,1,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,1,36,0.0,103,92.0,expert_lvl,small_company
13831,13831,29829,city_46,0.762,1,1,no_enrollment,Graduate,STEM,14,,,>4,16,1.0,46,76.2,senior_lvl,unknown
13832,13832,29454,city_16,0.91,1,0,no_enrollment,High School,,4,,,0,33,0.0,16,91.0,mid_lvl,unknown
13833,13833,17654,city_103,0.92,1,0,Part time course,High School,,7,,,1,184,0.0,103,92.0,mid_lvl,unknown
13834,13834,307,city_21,0.624,1,1,Full time course,Graduate,STEM,3,,,1,3,1.0,21,62.4,mid_lvl,unknown
13835,13835,16283,city_21,0.624,0,1,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,42,1.0,21,62.4,mid_lvl,mid_size_company
13836,13836,9577,city_103,0.92,1,1,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,180,0.0,103,92.0,expert_lvl,small_company
13837,13837,6194,city_36,0.893,1,1,Full time course,Graduate,STEM,10,100-500,Public Sector,1,155,0.0,36,89.3,senior_lvl,mid_size_company
13838,13838,10765,city_103,0.92,0,0,no_enrollment,Masters,Humanities,5,,NGO,4,18,0.0,103,92.0,mid_lvl,unknown
13839,13839,31275,city_103,0.92,1,1,no_enrollment,Graduate,STEM,16,,,2,11,1.0,103,92.0,expert_lvl,unknown
13840,13840,12670,city_21,0.624,1,0,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,9,1.0,21,62.4,entry_lvl,small_company
13841,13841,9392,city_114,0.926,1,1,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,>4,89,0.0,114,92.60000000000001,expert_lvl,small_company
13842,13842,2144,city_103,0.92,1,1,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,4,2,0.0,103,92.0,senior_lvl,mid_size_company
13843,13843,9152,city_16,0.91,0,1,no_enrollment,Masters,STEM,4,500-999,Pvt Ltd,1,36,0.0,16,91.0,mid_lvl,mid_size_company
13844,13844,23231,city_160,0.92,1,1,no_enrollment,Graduate,STEM,16,,,4,17,0.0,160,92.0,expert_lvl,unknown
13845,13845,1817,city_103,0.92,1,1,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,47,0.0,103,92.0,senior_lvl,small_company
13846,13846,19089,city_103,0.92,1,1,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,17,0.0,103,92.0,expert_lvl,large_company
13847,13847,29013,city_21,0.624,1,1,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,>4,96,1.0,21,62.4,mid_lvl,small_company
13848,13848,5447,city_103,0.92,1,0,Full time course,Graduate,STEM,7,,Pvt Ltd,0,28,0.0,103,92.0,mid_lvl,unknown
13849,13849,21173,city_75,0.939,2,1,Full time course,Masters,STEM,6,,,1,44,0.0,75,93.89999999999999,mid_lvl,unknown
13850,13850,18291,city_160,0.92,1,1,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,57,0.0,160,92.0,senior_lvl,mid_size_company
13851,13851,13993,city_103,0.92,1,1,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,2,89,0.0,103,92.0,senior_lvl,small_company
13852,13852,9666,city_103,0.92,1,1,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,40,0.0,103,92.0,mid_lvl,mid_size_company
13853,13853,6737,city_71,0.884,0,1,Part time course,Masters,STEM,10,100-500,,3,7,0.0,71,88.4,senior_lvl,mid_size_company
13854,13854,9265,city_73,0.754,1,1,Part time course,High School,,13,5000-9999,Pvt Ltd,4,90,0.0,73,75.4,senior_lvl,large_company
13855,13855,13906,city_114,0.926,0,0,Full time course,Graduate,STEM,9,1000-4999,NGO,2,101,0.0,114,92.60000000000001,mid_lvl,large_company
13856,13856,22937,city_103,0.92,0,0,Part time course,Graduate,STEM,4,10000+,Public Sector,,13,0.0,103,92.0,mid_lvl,very_large_company
13857,13857,2949,city_83,0.923,1,1,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,26,0.0,83,92.30000000000001,expert_lvl,mid_size_company
13858,13858,7417,city_159,0.843,0,0,Part time course,Graduate,STEM,8,10000+,Pvt Ltd,2,11,0.0,159,84.3,mid_lvl,very_large_company
13859,13859,4186,city_103,0.92,1,0,no_enrollment,Graduate,STEM,>20,,,>4,18,1.0,103,92.0,expert_lvl,unknown
13860,13860,13041,city_65,0.802,2,1,no_enrollment,Graduate,STEM,11,10-49,Pvt Ltd,2,112,0.0,65,80.2,senior_lvl,small_company
13861,13861,11924,city_1,0.847,1,1,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,76,0.0,1,84.7,mid_lvl,small_company
13862,13862,20153,city_103,0.92,0,0,Full time course,Graduate,STEM,,10000+,,,20,1.0,103,92.0,unknown,very_large_company
13863,13863,10890,city_16,0.91,0,1,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,1,58,0.0,16,91.0,expert_lvl,very_large_company
