,gender,relevent_experience,enrolled_university,education_level,major_discipline,company_type,last_new_job,training_hours,target,city_id,city_dev_perc,experience_lvl,company_class
11078,1,0,no_enrollment,Graduate,STEM,Early Stage Startup,1,80,0.0,11,55.00000000000001,mid_lvl,small_company
11079,1,1,no_enrollment,Masters,STEM,Pvt Ltd,1,3,1.0,21,62.4,mid_lvl,mid_size_company
11080,1,1,no_enrollment,Graduate,Business Degree,Pvt Ltd,3,42,0.0,103,92.0,expert_lvl,large_company
11081,1,1,no_enrollment,Graduate,STEM,,3,65,0.0,71,88.4,expert_lvl,unknown
11082,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,33,0.0,1,84.7,senior_lvl,small_company
11083,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,77,0.0,103,92.0,senior_lvl,mid_size_company
11084,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,114,1.0,114,92.6,expert_lvl,small_company
11085,2,1,no_enrollment,Masters,Humanities,NGO,4,15,0.0,103,92.0,expert_lvl,large_company
11086,0,1,no_enrollment,Graduate,No Major,Pvt Ltd,>4,44,0.0,103,92.0,expert_lvl,large_company
11087,1,1,no_enrollment,Masters,STEM,Pvt Ltd,1,25,1.0,21,62.4,mid_lvl,mid_size_company
11088,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,27,0.0,23,89.9,expert_lvl,very_large_company
11089,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,4,78,0.0,160,92.0,expert_lvl,mid_size_company
11090,1,1,no_enrollment,Graduate,STEM,Other,>4,3,0.0,73,75.4,expert_lvl,mid_size_company
11091,1,1,no_enrollment,Graduate,STEM,NGO,1,15,1.0,21,62.4,entry_lvl,mid_size_company
11092,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,3,72,0.0,28,93.9,mid_lvl,small_company
11093,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,0,56,1.0,75,93.9,senior_lvl,small_company
11094,1,0,Full time course,Masters,STEM,,2,24,1.0,103,92.0,mid_lvl,unknown
11095,1,1,no_enrollment,Graduate,STEM,Public Sector,1,18,0.0,16,91.0,expert_lvl,very_large_company
11096,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,31,0.0,21,62.4,entry_lvl,small_company
11097,0,0,no_enrollment,Masters,STEM,Pvt Ltd,0,59,0.0,40,77.6,expert_lvl,small_company
11098,1,1,Part time course,Graduate,STEM,,1,23,0.0,116,74.3,senior_lvl,unknown
11099,1,1,no_enrollment,Phd,STEM,Pvt Ltd,1,21,0.0,16,91.0,senior_lvl,large_company
11100,1,0,Full time course,Graduate,STEM,,0,114,1.0,103,92.0,mid_lvl,unknown
11101,1,0,Full time course,High School,,Pvt Ltd,1,15,0.0,21,62.4,mid_lvl,unknown
11102,1,1,no_enrollment,Graduate,STEM,Funded Startup,1,73,0.0,158,76.6,mid_lvl,small_company
11103,2,1,Part time course,Graduate,STEM,Pvt Ltd,3,69,0.0,23,89.9,mid_lvl,very_large_company
11104,0,1,Full time course,Graduate,STEM,,2,17,1.0,21,62.4,mid_lvl,unknown
11105,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,26,0.0,102,80.4,mid_lvl,large_company
11106,1,1,no_enrollment,Masters,STEM,Pvt Ltd,3,26,0.0,136,89.7,expert_lvl,mid_size_company
11107,0,0,no_enrollment,Masters,STEM,,>4,34,0.0,16,91.0,expert_lvl,unknown
11108,1,1,no_enrollment,Graduate,STEM,Funded Startup,1,50,0.0,50,89.6,mid_lvl,small_company
11109,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,26,0.0,136,89.7,expert_lvl,very_large_company
11110,1,1,no_enrollment,High School,,,1,152,1.0,73,75.4,expert_lvl,unknown
11111,1,1,no_enrollment,Graduate,STEM,NGO,1,63,0.0,64,66.6,expert_lvl,mid_size_company
11112,0,0,Full time course,Masters,STEM,,3,72,0.0,21,62.4,mid_lvl,unknown
11113,0,1,no_enrollment,Graduate,STEM,Early Stage Startup,1,10,0.0,21,62.4,mid_lvl,unknown
11114,1,0,Full time course,Graduate,STEM,,0,11,0.0,141,76.3,mid_lvl,unknown
11115,0,1,no_enrollment,Graduate,Humanities,Pvt Ltd,2,143,0.0,103,92.0,senior_lvl,mid_size_company
11116,1,0,no_enrollment,,,,0,28,0.0,16,91.0,mid_lvl,unknown
11117,1,0,no_enrollment,Graduate,Humanities,,1,18,1.0,103,92.0,expert_lvl,unknown
11118,1,1,no_enrollment,Masters,STEM,Pvt Ltd,1,56,0.0,71,88.4,expert_lvl,mid_size_company
11119,2,1,no_enrollment,Graduate,Arts,Pvt Ltd,1,52,0.0,103,92.0,mid_lvl,large_company
11120,1,1,no_enrollment,Graduate,Other,Pvt Ltd,2,53,0.0,128,52.7,mid_lvl,small_company
11121,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,41,0.0,160,92.0,mid_lvl,small_company
11122,1,0,Full time course,Graduate,STEM,,0,44,1.0,21,62.4,mid_lvl,unknown
11123,1,1,no_enrollment,Graduate,STEM,Early Stage Startup,1,62,0.0,114,92.6,mid_lvl,small_company
11124,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,6,0.0,103,92.0,mid_lvl,large_company
11125,1,0,no_enrollment,Graduate,STEM,Pvt Ltd,0,26,1.0,21,62.4,mid_lvl,very_large_company
11126,1,1,no_enrollment,Masters,STEM,Pvt Ltd,>4,37,0.0,136,89.7,mid_lvl,small_company
11127,1,1,Full time course,Masters,STEM,Pvt Ltd,1,12,0.0,114,92.6,senior_lvl,large_company
11128,0,1,Part time course,Graduate,STEM,,1,19,1.0,21,62.4,mid_lvl,unknown
11129,1,0,no_enrollment,High School,,Pvt Ltd,1,59,0.0,114,92.6,entry_lvl,small_company
11130,1,1,no_enrollment,Graduate,STEM,,1,72,0.0,114,92.6,senior_lvl,mid_size_company
11131,0,1,no_enrollment,High School,,Pvt Ltd,1,105,0.0,67,85.5,mid_lvl,large_company
11132,0,0,no_enrollment,High School,,,0,26,0.0,152,69.8,mid_lvl,unknown
11133,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,72,0.0,160,92.0,expert_lvl,small_company
11134,1,1,no_enrollment,Masters,STEM,Pvt Ltd,2,98,0.0,114,92.6,senior_lvl,very_large_company
11135,1,0,Full time course,Graduate,STEM,,1,5,1.0,103,92.0,mid_lvl,mid_size_company
11136,0,0,Full time course,High School,,Pvt Ltd,1,23,1.0,16,91.0,entry_lvl,very_large_company
11137,1,1,Full time course,Graduate,STEM,Pvt Ltd,1,322,0.0,104,92.4,expert_lvl,small_company
11138,1,1,no_enrollment,Masters,STEM,Pvt Ltd,>4,63,0.0,103,92.0,expert_lvl,small_company
11139,1,1,no_enrollment,Phd,STEM,Pvt Ltd,2,96,0.0,114,92.6,expert_lvl,very_large_company
11140,1,1,Full time course,Graduate,STEM,Pvt Ltd,1,9,0.0,104,92.4,mid_lvl,mid_size_company
11141,2,1,no_enrollment,Masters,Humanities,Funded Startup,1,78,0.0,103,92.0,entry_lvl,small_company
11142,0,1,no_enrollment,Graduate,STEM,Other,>4,31,0.0,103,92.0,expert_lvl,small_company
11143,1,0,no_enrollment,Primary School,,Pvt Ltd,0,22,0.0,67,85.5,mid_lvl,unknown
11144,1,1,Full time course,Graduate,STEM,Pvt Ltd,1,3,0.0,74,57.9,mid_lvl,mid_size_company
11145,1,1,Part time course,Graduate,STEM,Pvt Ltd,1,62,0.0,160,92.0,mid_lvl,small_company
11146,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,84,1.0,21,62.4,mid_lvl,small_company
11147,1,1,no_enrollment,Masters,STEM,Pvt Ltd,2,196,0.0,103,92.0,expert_lvl,small_company
11148,1,1,no_enrollment,Graduate,No Major,Pvt Ltd,>4,54,0.0,16,91.0,mid_lvl,mid_size_company
11149,1,1,Full time course,Masters,STEM,,1,13,1.0,7,64.7,mid_lvl,unknown
11150,1,1,no_enrollment,Graduate,STEM,,1,34,1.0,74,57.9,senior_lvl,unknown
11151,1,0,Full time course,Graduate,STEM,,0,31,0.0,21,62.4,mid_lvl,unknown
11152,1,1,no_enrollment,High School,,,1,37,0.0,16,91.0,mid_lvl,unknown
11153,1,1,no_enrollment,Graduate,STEM,,1,23,0.0,103,92.0,mid_lvl,small_company
11154,1,0,Full time course,High School,,,0,13,0.0,65,80.2,mid_lvl,unknown
11155,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,4,112,0.0,103,92.0,expert_lvl,very_large_company
11156,1,0,Full time course,High School,,Pvt Ltd,0,166,0.0,89,92.5,mid_lvl,unknown
11157,0,1,no_enrollment,Masters,STEM,Pvt Ltd,>4,160,0.0,16,91.0,expert_lvl,small_company
11158,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,4,7,0.0,50,89.6,senior_lvl,mid_size_company
11159,1,1,no_enrollment,Graduate,Other,,1,182,1.0,103,92.0,expert_lvl,unknown
11160,1,0,no_enrollment,Masters,Humanities,Pvt Ltd,>4,45,0.0,114,92.6,expert_lvl,very_large_company
11161,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,81,0.0,94,69.8,expert_lvl,very_large_company
11162,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,142,1.0,21,62.4,mid_lvl,very_large_company
11163,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,110,1.0,21,62.4,mid_lvl,mid_size_company
11164,1,1,Full time course,Graduate,STEM,Pvt Ltd,1,21,1.0,21,62.4,mid_lvl,small_company
11165,1,1,no_enrollment,Graduate,STEM,NGO,1,15,1.0,48,49.3,mid_lvl,small_company
11166,2,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,48,0.0,21,62.4,mid_lvl,small_company
11167,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,23,0.0,75,93.9,expert_lvl,small_company
11168,1,1,Full time course,Graduate,STEM,Pvt Ltd,>4,6,0.0,76,69.8,expert_lvl,very_large_company
11169,1,0,Full time course,Graduate,STEM,,1,73,1.0,13,82.7,senior_lvl,unknown
11170,0,1,no_enrollment,Graduate,STEM,Early Stage Startup,1,11,1.0,21,62.4,mid_lvl,small_company
11171,1,1,Full time course,Masters,STEM,NGO,1,12,0.0,16,91.0,mid_lvl,very_large_company
11172,1,1,no_enrollment,Graduate,STEM,,2,6,0.0,104,92.4,mid_lvl,small_company
11173,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,3,32,0.0,76,69.8,expert_lvl,mid_size_company
11174,0,0,Full time course,High School,,,0,52,0.0,21,62.4,mid_lvl,unknown
11175,1,1,no_enrollment,Graduate,STEM,,>4,111,0.0,103,92.0,expert_lvl,unknown
11176,0,1,no_enrollment,Graduate,STEM,Public Sector,2,212,0.0,16,91.0,mid_lvl,mid_size_company
11177,1,1,Full time course,Graduate,STEM,Pvt Ltd,1,30,0.0,45,89.0,mid_lvl,mid_size_company
11178,2,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,37,0.0,114,92.6,senior_lvl,large_company
11179,0,1,no_enrollment,Masters,STEM,Pvt Ltd,1,6,0.0,136,89.7,mid_lvl,large_company
11180,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,68,0.0,173,87.8,mid_lvl,very_large_company
11181,0,1,no_enrollment,Graduate,STEM,Early Stage Startup,1,123,0.0,40,77.6,mid_lvl,small_company
11182,1,0,Full time course,Masters,Humanities,,2,56,1.0,142,72.7,expert_lvl,unknown
11183,1,0,no_enrollment,Primary School,,,0,10,0.0,16,91.0,entry_lvl,unknown
11184,1,0,no_enrollment,Graduate,Humanities,NGO,>4,18,0.0,165,90.3,expert_lvl,small_company
11185,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,182,0.0,11,55.00000000000001,senior_lvl,small_company
11186,0,1,Full time course,Graduate,STEM,Pvt Ltd,1,196,0.0,11,55.00000000000001,mid_lvl,very_large_company
11187,1,1,no_enrollment,Masters,STEM,Pvt Ltd,>4,133,0.0,136,89.7,expert_lvl,small_company
11188,1,1,no_enrollment,Masters,STEM,Pvt Ltd,2,21,1.0,21,62.4,senior_lvl,large_company
11189,1,1,no_enrollment,Graduate,Humanities,Pvt Ltd,>4,17,0.0,160,92.0,expert_lvl,mid_size_company
11190,1,1,Part time course,Masters,STEM,Pvt Ltd,4,80,0.0,103,92.0,mid_lvl,very_large_company
11191,0,1,no_enrollment,Masters,STEM,,,43,1.0,143,74.0,mid_lvl,large_company
11192,1,1,Part time course,Graduate,Humanities,,2,21,1.0,160,92.0,expert_lvl,unknown
11193,1,1,no_enrollment,Graduate,STEM,Funded Startup,2,28,0.0,16,91.0,senior_lvl,small_company
11194,1,1,Part time course,Graduate,STEM,Pvt Ltd,1,47,0.0,90,69.8,mid_lvl,small_company
11195,0,1,no_enrollment,Graduate,STEM,,1,65,1.0,160,92.0,senior_lvl,unknown
11196,0,1,no_enrollment,Masters,STEM,,1,84,0.0,114,92.6,expert_lvl,unknown
11197,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,56,0.0,114,92.6,expert_lvl,mid_size_company
11198,0,1,no_enrollment,Graduate,STEM,,3,133,0.0,7,64.7,senior_lvl,unknown
11199,1,1,no_enrollment,Masters,STEM,Pvt Ltd,2,16,0.0,36,89.3,senior_lvl,small_company
11200,0,1,no_enrollment,Masters,STEM,,1,112,1.0,103,92.0,senior_lvl,unknown
11201,0,1,Part time course,Masters,STEM,NGO,0,72,0.0,74,57.9,entry_lvl,small_company
11202,1,0,no_enrollment,High School,,Pvt Ltd,>4,29,0.0,100,88.7,senior_lvl,unknown
11203,1,1,no_enrollment,Graduate,STEM,,3,36,0.0,67,85.5,mid_lvl,very_large_company
11204,1,0,no_enrollment,Masters,Humanities,Public Sector,3,51,0.0,173,87.8,expert_lvl,large_company
11205,1,0,no_enrollment,Graduate,STEM,Pvt Ltd,1,35,0.0,21,62.4,mid_lvl,very_large_company
11206,2,1,no_enrollment,Graduate,STEM,,>4,64,1.0,103,92.0,mid_lvl,unknown
11207,0,1,Full time course,Graduate,STEM,Pvt Ltd,1,8,0.0,64,66.6,expert_lvl,very_large_company
11208,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,24,0.0,75,93.9,expert_lvl,small_company
11209,1,1,no_enrollment,Masters,STEM,,4,42,0.0,67,85.5,senior_lvl,unknown
11210,0,1,no_enrollment,Graduate,STEM,Funded Startup,2,17,1.0,103,92.0,mid_lvl,small_company
11211,1,1,Full time course,Masters,STEM,Funded Startup,2,204,0.0,116,74.3,expert_lvl,small_company
11212,1,0,no_enrollment,Graduate,STEM,,>4,7,1.0,103,92.0,expert_lvl,unknown
11213,2,0,Full time course,Graduate,STEM,,2,125,0.0,114,92.6,mid_lvl,unknown
11214,1,1,no_enrollment,Masters,Humanities,,>4,17,1.0,114,92.6,expert_lvl,unknown
11215,2,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,136,0.0,103,92.0,mid_lvl,very_large_company
11216,0,0,no_enrollment,Graduate,Other,Pvt Ltd,1,40,1.0,21,62.4,mid_lvl,mid_size_company
11217,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,104,0.0,103,92.0,mid_lvl,small_company
11218,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,56,0.0,21,62.4,senior_lvl,mid_size_company
11219,1,1,Part time course,Graduate,STEM,,1,3,0.0,100,88.7,senior_lvl,small_company
11220,1,0,Full time course,Graduate,STEM,Public Sector,1,25,1.0,103,92.0,mid_lvl,unknown
11221,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,4,83,0.0,102,80.4,senior_lvl,small_company
11222,1,1,no_enrollment,Masters,STEM,Pvt Ltd,>4,14,0.0,23,89.9,expert_lvl,very_large_company
11223,1,1,no_enrollment,Masters,STEM,Public Sector,>4,31,0.0,16,91.0,expert_lvl,unknown
11224,1,1,no_enrollment,Masters,STEM,Pvt Ltd,4,33,0.0,136,89.7,mid_lvl,mid_size_company
11225,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,22,0.0,67,85.5,mid_lvl,small_company
11226,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,35,0.0,83,92.3,senior_lvl,very_large_company
11227,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,12,0.0,16,91.0,mid_lvl,very_large_company
11228,1,0,Full time course,Masters,Business Degree,Pvt Ltd,>4,27,0.0,93,86.5,senior_lvl,mid_size_company
11229,1,0,Full time course,Graduate,STEM,Funded Startup,1,198,0.0,103,92.0,mid_lvl,small_company
11230,0,1,Part time course,Graduate,STEM,Funded Startup,3,58,0.0,73,75.4,mid_lvl,small_company
11231,0,0,no_enrollment,Graduate,STEM,Pvt Ltd,1,8,0.0,160,92.0,entry_lvl,very_large_company
11232,0,1,Full time course,Masters,STEM,Pvt Ltd,1,99,0.0,65,80.2,mid_lvl,large_company
11233,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,35,0.0,65,80.2,expert_lvl,small_company
11234,0,0,no_enrollment,Graduate,STEM,Pvt Ltd,0,57,0.0,21,62.4,mid_lvl,unknown
11235,1,1,no_enrollment,Masters,Arts,,1,50,0.0,16,91.0,expert_lvl,small_company
11236,1,1,Full time course,Masters,STEM,Pvt Ltd,1,72,1.0,1,84.7,mid_lvl,large_company
11237,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,4,204,0.0,76,69.8,expert_lvl,small_company
11238,0,0,no_enrollment,Masters,STEM,,1,47,0.0,21,62.4,mid_lvl,unknown
11239,1,1,no_enrollment,Masters,STEM,,>4,23,1.0,16,91.0,expert_lvl,unknown
11240,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,47,0.0,114,92.6,mid_lvl,small_company
11241,1,1,no_enrollment,Masters,STEM,Early Stage Startup,1,163,0.0,16,91.0,expert_lvl,small_company
11242,1,0,no_enrollment,Graduate,STEM,Early Stage Startup,1,65,0.0,173,87.8,senior_lvl,small_company
11243,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,128,0.0,21,62.4,expert_lvl,very_large_company
11244,0,0,Part time course,Masters,Business Degree,Pvt Ltd,>4,9,0.0,127,74.5,mid_lvl,large_company
11245,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,124,0.0,103,92.0,mid_lvl,small_company
11246,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,0,56,0.0,21,62.4,expert_lvl,very_large_company
11247,1,1,Part time course,Masters,STEM,,1,18,0.0,57,86.6,entry_lvl,small_company
11248,1,1,Part time course,Graduate,STEM,Pvt Ltd,2,64,0.0,55,73.9,senior_lvl,mid_size_company
11249,0,1,Part time course,Graduate,Humanities,,1,192,1.0,103,92.0,expert_lvl,unknown
11250,0,1,Part time course,High School,,Pvt Ltd,1,102,0.0,114,92.6,mid_lvl,large_company
11251,0,0,Full time course,Masters,STEM,Funded Startup,1,7,0.0,21,62.4,mid_lvl,small_company
11252,1,0,Part time course,High School,,,0,50,0.0,89,92.5,entry_lvl,unknown
11253,2,0,Full time course,High School,,,1,37,0.0,114,92.6,mid_lvl,unknown
11254,2,0,Full time course,High School,,,1,47,0.0,97,92.5,expert_lvl,unknown
11255,1,1,no_enrollment,Graduate,STEM,Public Sector,2,45,1.0,21,62.4,mid_lvl,small_company
11256,0,0,Full time course,Graduate,STEM,Funded Startup,1,9,0.0,103,92.0,mid_lvl,small_company
11257,1,1,no_enrollment,Phd,STEM,Pvt Ltd,>4,100,0.0,102,80.4,expert_lvl,very_large_company
11258,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,3,83,0.0,16,91.0,expert_lvl,small_company
11259,1,1,no_enrollment,Graduate,STEM,NGO,1,21,0.0,103,92.0,senior_lvl,mid_size_company
11260,1,1,no_enrollment,Masters,STEM,Pvt Ltd,4,8,1.0,21,62.4,senior_lvl,small_company
11261,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,63,1.0,36,89.3,mid_lvl,small_company
11262,2,1,Full time course,Masters,STEM,Pvt Ltd,>4,62,1.0,102,80.4,senior_lvl,large_company
11263,1,1,no_enrollment,Graduate,STEM,,1,116,0.0,21,62.4,mid_lvl,mid_size_company
11264,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,4,41,0.0,21,62.4,mid_lvl,large_company
11265,2,1,no_enrollment,Masters,STEM,Pvt Ltd,>4,250,0.0,75,93.9,senior_lvl,large_company
11266,1,0,no_enrollment,Graduate,STEM,,>4,34,0.0,71,88.4,expert_lvl,unknown
11267,2,1,no_enrollment,Graduate,Arts,Pvt Ltd,1,152,0.0,160,92.0,mid_lvl,large_company
11268,0,0,no_enrollment,Masters,STEM,,1,19,0.0,36,89.3,mid_lvl,unknown
11269,1,1,Full time course,Graduate,STEM,Pvt Ltd,1,58,0.0,136,89.7,mid_lvl,very_large_company
11270,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,4,33,0.0,46,76.2,mid_lvl,small_company
11271,2,1,no_enrollment,Masters,Humanities,Pvt Ltd,>4,24,0.0,114,92.6,expert_lvl,small_company
11272,1,0,Full time course,Graduate,STEM,Pvt Ltd,1,97,1.0,103,92.0,senior_lvl,large_company
11273,0,1,no_enrollment,Graduate,STEM,Funded Startup,1,22,0.0,27,84.8,mid_lvl,small_company
11274,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,6,0.0,103,92.0,expert_lvl,large_company
11275,1,1,no_enrollment,Graduate,STEM,Funded Startup,>4,9,0.0,114,92.6,mid_lvl,small_company
11276,1,0,no_enrollment,Phd,STEM,Public Sector,>4,52,0.0,65,80.2,expert_lvl,mid_size_company
11277,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,3,218,0.0,142,72.7,senior_lvl,small_company
11278,1,1,no_enrollment,Graduate,STEM,,1,17,0.0,45,89.0,mid_lvl,unknown
11279,1,1,no_enrollment,Graduate,STEM,Public Sector,2,55,0.0,16,91.0,mid_lvl,small_company
11280,1,1,no_enrollment,Graduate,STEM,,1,69,0.0,102,80.4,mid_lvl,unknown
11281,1,1,no_enrollment,Masters,STEM,Pvt Ltd,1,64,0.0,13,82.7,expert_lvl,mid_size_company
11282,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,4,51,0.0,160,92.0,expert_lvl,small_company
11283,1,1,no_enrollment,Graduate,STEM,,2,60,0.0,103,92.0,expert_lvl,large_company
11284,0,0,no_enrollment,Graduate,STEM,,>4,25,1.0,103,92.0,expert_lvl,unknown
11285,1,0,no_enrollment,Masters,STEM,Pvt Ltd,2,9,0.0,61,91.3,expert_lvl,very_large_company
11286,1,1,no_enrollment,Masters,STEM,,4,21,1.0,21,62.4,expert_lvl,unknown
11287,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,66,0.0,103,92.0,expert_lvl,small_company
11288,1,0,no_enrollment,Graduate,Business Degree,Funded Startup,1,39,0.0,103,92.0,mid_lvl,mid_size_company
11289,0,0,Full time course,Graduate,STEM,,1,94,1.0,114,92.6,mid_lvl,unknown
11290,1,0,no_enrollment,Masters,Humanities,Early Stage Startup,1,133,0.0,114,92.6,mid_lvl,small_company
11291,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,4,176,0.0,16,91.0,senior_lvl,very_large_company
11292,2,1,no_enrollment,Graduate,STEM,Other,1,148,0.0,103,92.0,mid_lvl,small_company
11293,0,1,no_enrollment,Graduate,STEM,Other,1,37,1.0,11,55.00000000000001,mid_lvl,small_company
11294,0,1,no_enrollment,Masters,STEM,,>4,38,1.0,103,92.0,senior_lvl,unknown
11295,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,126,0.0,64,66.6,mid_lvl,mid_size_company
11296,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,324,0.0,103,92.0,expert_lvl,mid_size_company
11297,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,76,1.0,21,62.4,mid_lvl,mid_size_company
11298,1,1,no_enrollment,Masters,STEM,,1,41,1.0,21,62.4,mid_lvl,small_company
11299,1,0,no_enrollment,High School,,Pvt Ltd,1,54,0.0,114,92.6,mid_lvl,small_company
11300,1,1,Full time course,Graduate,STEM,Pvt Ltd,2,26,1.0,21,62.4,mid_lvl,small_company
11301,0,0,Full time course,Graduate,STEM,,1,117,1.0,103,92.0,mid_lvl,unknown
11302,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,3,9,0.0,103,92.0,expert_lvl,mid_size_company
11303,2,0,Full time course,Graduate,STEM,,1,36,1.0,114,92.6,expert_lvl,unknown
11304,0,0,no_enrollment,Graduate,STEM,Pvt Ltd,>4,57,0.0,160,92.0,senior_lvl,mid_size_company
11305,1,0,Full time course,Graduate,STEM,,0,34,0.0,136,89.7,mid_lvl,unknown
11306,1,1,Full time course,High School,,,2,47,0.0,114,92.6,mid_lvl,unknown
11307,1,0,no_enrollment,Masters,STEM,Pvt Ltd,1,21,0.0,103,92.0,expert_lvl,unknown
11308,2,1,no_enrollment,Graduate,No Major,,>4,30,1.0,103,92.0,expert_lvl,unknown
11309,2,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,12,0.0,114,92.6,expert_lvl,small_company
11310,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,3,157,0.0,103,92.0,expert_lvl,very_large_company
11311,1,1,no_enrollment,High School,,Pvt Ltd,1,134,0.0,28,93.9,mid_lvl,small_company
11312,0,0,Full time course,Primary School,,Public Sector,0,15,1.0,21,62.4,entry_lvl,small_company
11313,0,1,Full time course,Graduate,STEM,,>4,27,1.0,21,62.4,mid_lvl,unknown
11314,1,1,no_enrollment,Graduate,STEM,Early Stage Startup,1,45,0.0,103,92.0,mid_lvl,small_company
11315,1,0,Full time course,Graduate,STEM,,1,64,1.0,160,92.0,mid_lvl,unknown
11316,1,1,no_enrollment,Graduate,STEM,Funded Startup,2,11,0.0,65,80.2,mid_lvl,small_company
11317,1,0,no_enrollment,,,,0,52,0.0,103,92.0,mid_lvl,unknown
11318,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,15,0.0,16,91.0,expert_lvl,small_company
11319,1,0,Part time course,High School,,,1,14,0.0,23,89.9,mid_lvl,unknown
11320,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,68,0.0,100,88.7,mid_lvl,small_company
11321,2,0,no_enrollment,Masters,STEM,Public Sector,>4,50,0.0,103,92.0,senior_lvl,large_company
11322,1,0,Part time course,Masters,STEM,Public Sector,>4,18,0.0,57,86.6,expert_lvl,mid_size_company
11323,2,0,Full time course,Graduate,STEM,,0,16,1.0,115,78.9,mid_lvl,unknown
11324,0,1,Full time course,Graduate,STEM,Pvt Ltd,3,53,1.0,21,62.4,senior_lvl,mid_size_company
11325,1,1,no_enrollment,Graduate,STEM,Public Sector,2,7,0.0,16,91.0,senior_lvl,small_company
11326,1,0,Full time course,Graduate,STEM,,0,226,1.0,21,62.4,entry_lvl,unknown
11327,1,0,no_enrollment,Primary School,,,0,23,1.0,21,62.4,entry_lvl,unknown
11328,1,1,no_enrollment,Masters,STEM,Funded Startup,2,98,0.0,71,88.4,expert_lvl,small_company
11329,1,1,no_enrollment,Masters,STEM,Pvt Ltd,4,63,0.0,67,85.5,expert_lvl,very_large_company
11330,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,23,0.0,103,92.0,expert_lvl,mid_size_company
11331,1,1,Full time course,Graduate,STEM,Early Stage Startup,1,77,1.0,115,78.9,senior_lvl,small_company
11332,1,1,no_enrollment,Masters,Humanities,Pvt Ltd,1,40,0.0,97,92.5,expert_lvl,very_large_company
11333,1,1,no_enrollment,Masters,Business Degree,,>4,76,0.0,21,62.4,expert_lvl,unknown
11334,0,1,Full time course,Phd,STEM,Public Sector,3,141,0.0,67,85.5,senior_lvl,large_company
11335,0,1,Part time course,Masters,Humanities,Pvt Ltd,1,124,1.0,162,76.7,expert_lvl,large_company
